  0.195167735       7.79411271E-02  0.151711181      0.195823520       7.62453303E-02  0.151711181      0.196479306       7.45495334E-02  0.151711181      0.197135076       7.28537291E-02  0.151711181      0.197790861       7.11579323E-02  0.151711181      0.198446646       6.94621354E-02  0.151711181      0.199102417       6.77663311E-02  0.151711181      0.199758202       6.60705343E-02  0.151711181      0.200413987       6.43747374E-02  0.151711181      0.201069772       6.26789331E-02  0.151711181      0.201725543       6.09831363E-02  0.151711181    
   8.63032881E-03  0.167464823       3.85634899E-02   9.03655682E-03  0.165692598       3.85634899E-02   9.44278575E-03  0.163920373       3.85634899E-02   9.84901376E-03  0.162148163       3.85634899E-02   1.02552418E-02  0.160375938       3.85634899E-02   1.06614698E-02  0.158603713       3.85634899E-02   1.10676978E-02  0.156831503       3.85634899E-02   1.14739267E-02  0.155059278       3.85634899E-02   1.18801547E-02  0.153287053       3.85634899E-02   1.22863827E-02  0.151514843       3.85634899E-02   1.26926107E-02  0.149742618       3.85634899E-02
  0.129476875       5.77382073E-02  0.198419437      0.131284729       5.75447194E-02  0.198419437      0.133092597       5.73512316E-02  0.198419437      0.134900451       5.71577437E-02  0.198419437      0.136708304       5.69642559E-02  0.198419437      0.138516158       5.67707680E-02  0.198419437      0.140324011       5.65772802E-02  0.198419437      0.142131880       5.63837923E-02  0.198419437      0.143939734       5.61903045E-02  0.198419437      0.145747587       5.59968129E-02  0.198419437      0.147555441       5.58033250E-02  0.198419437    
   3.36279608E-02   6.70264438E-02  0.175943092       3.41764614E-02   6.52929693E-02  0.175943092       3.47249620E-02   6.35594949E-02  0.175943092       3.52734625E-02   6.18260205E-02  0.175943092       3.58219631E-02   6.00925460E-02  0.175943092       3.63704637E-02   5.83590716E-02  0.175943092       3.69189642E-02   5.66255972E-02  0.175943092       3.74674648E-02   5.48921227E-02  0.175943092       3.80159654E-02   5.31586483E-02  0.175943092       3.85644659E-02   5.14251776E-02  0.175943092       3.91129665E-02   4.96917032E-02  0.175943092    
   6.84429258E-02  0.197659910       9.45243835E-02   7.02439025E-02  0.197410375       9.45243835E-02   7.20448792E-02  0.197160825       9.45243835E-02   7.38458559E-02  0.196911290       9.45243835E-02   7.56468326E-02  0.196661755       9.45243835E-02   7.74478093E-02  0.196412221       9.45243835E-02   7.92487860E-02  0.196162686       9.45243835E-02   8.10497627E-02  0.195913136       9.45243835E-02   8.28507394E-02  0.195663601       9.45243835E-02   8.46517161E-02  0.195414066       9.45243835E-02   8.64526927E-02  0.195164531       9.45243835E-02
   7.32082501E-02  0.116864659       7.57105350E-02   7.28378445E-02  0.115084603       7.57105350E-02   7.24674314E-02  0.113304555       7.57105350E-02   7.20970258E-02  0.111524500       7.57105350E-02   7.17266127E-02  0.109744452       7.57105350E-02   7.13561997E-02  0.107964404       7.57105350E-02   7.09857941E-02  0.106184348       7.57105350E-02   7.06153810E-02  0.104404300       7.57105350E-02   7.02449754E-02  0.102624245       7.57105350E-02   6.98745623E-02  0.100844197       7.57105350E-02   6.95041567E-02   9.90641490E-02   7.57105350E-02
   6.02407344E-02  0.192230731      0.159623772       6.20007776E-02  0.191774622      0.159623772       6.37608245E-02  0.191318527      0.159623772       6.55208677E-02  0.190862417      0.159623772       6.72809109E-02  0.190406322      0.159623772       6.90409541E-02  0.189950228      0.159623772       7.08009973E-02  0.189494118      0.159623772       7.25610405E-02  0.189038023      0.159623772       7.43210912E-02  0.188581914      0.159623772       7.60811344E-02  0.188125819      0.159623772       7.78411776E-02  0.187669709      0.159623772    
  0.197200045      0.123078451       9.57175270E-02  0.197062820      0.121265456       9.57175270E-02  0.196925581      0.119452454       9.57175270E-02  0.196788356      0.117639460       9.57175270E-02  0.196651131      0.115826465       9.57175270E-02  0.196513906      0.114013471       9.57175270E-02  0.196376681      0.112200476       9.57175270E-02  0.196239442      0.110387474       9.57175270E-02  0.196102217      0.108574480       9.57175270E-02  0.195964992      0.106761485       9.57175270E-02  0.195827767      0.104948491       9.57175270E-02
  0.128121346       1.53103601E-02   9.95025188E-02  0.127226979       1.37273613E-02   9.95025188E-02  0.126332611       1.21443635E-02   9.95025188E-02  0.125438228       1.05613656E-02   9.95025188E-02  0.124543861       8.97836685E-03   9.95025188E-02  0.123649485       7.39536854E-03   9.95025188E-02  0.122755118       5.81237022E-03   9.95025188E-02  0.121860743       4.22937190E-03   9.95025188E-02  0.120966375       2.64637358E-03   9.95025188E-02  0.120072000       1.06337573E-03   9.95025188E-02  0.119177625      -5.19623049E-04   9.95025188E-02
  0.144810960      0.203809559       1.43438345E-02  0.143382400      0.202684835       1.43438345E-02  0.141953841      0.201560110       1.43438345E-02  0.140525296      0.200435370       1.43438345E-02  0.139096737      0.199310645       1.43438345E-02  0.137668177      0.198185921       1.43438345E-02  0.136239633      0.197061181       1.43438345E-02  0.134811074      0.195936456       1.43438345E-02  0.133382514      0.194811732       1.43438345E-02  0.131953970      0.193686992       1.43438345E-02  0.130525410      0.192562267       1.43438345E-02
