# particleID   cellID
0   (0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00047499821380409847)
1   (0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001249999674479192)
2   (0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004749982138040983)
3   (0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000174999910677097)
4   (0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003749991210943679)
5   (0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007249936487146087)
6   (0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003249994278648855)
7   (0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001249999674479192)
8   (0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)
